tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt_v1,awarded_amt,main_category,augmented_text
ESG000ETT18400013,Leasing of Hosting Space for Data Centre and Professional Services to Move Equipment from Existing Data Centre,Enterprise Singapore,21/2/2019,Awarded to Suppliers,M1 NET LTD.,"2,443,125.6",$2443125.6,Government-Linked Organizations,"On 21/2/2019, M1 NET LTD. secured the contract, which is valued at $2443125.6. This tender holds the status: Awarded to Suppliers. Enterprise Singapore, a prominent Government-Linked Organizations organization, has launched Tender No. ESG000ETT18400013 for Leasing of Hosting Space for Data Centre and Professional Services to Move Equipment from Existing Data Centre."
NAC000ETT16000012,Invitation to Tender (ITT): Stage 2 QFM Tender for Proposed Refurbishment Works at Stamford Arts Centre,National Arts Council,14/7/2016,Awarded to Suppliers,MULTIPLY ARCHITECTS LLP,"424,800.0",$424800,Government-Linked Organizations,"In a call for competitive bids, National Arts Council (Government-Linked Organizations) released Tender No. NAC000ETT16000012 regarding Invitation to Tender (ITT): Stage 2 QFM Tender for Proposed Refurbishment Works at Stamford Arts Centre. The current status of the tender is: Awarded to Suppliers. MULTIPLY ARCHITECTS LLP was chosen on 14/7/2016 to fulfill the tender with a total value of $424800.0."
JTC000ETT17300006,Appointment of Managing Agent for the Management of Dormitory Housing(96 units) at JTC Space@Tuas for a Period of 3 Years,Jurong Town Corporation,6/2/2018,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,"1,920,927.0",$1920927,Government-Linked Organizations,"This tender holds the status: Awarded to Suppliers. Following a thorough evaluation, the award was granted on 6/2/2018 to C&W SERVICES (S) PTE. LTD. for $1920927.0. Announcing Tender No. JTC000ETT17300006, Jurong Town Corporation (Government-Linked Organizations) invites proposals for Appointment of Managing Agent for the Management of Dormitory Housing(96 units) at JTC Space@Tuas for a Period of 3 Years."
JTC000ETT18300127,One (1) Year Term Contract for Building Maintenance and Servicing Works at Various JTC Estates (Incl Vacant Land) & Complexes,Jurong Town Corporation,23/10/2018,Awarded to Suppliers,ST INTEGRATED ENGINEERING PTE. LTD.,"1,240,777.0",$1240776.96,Government-Linked Organizations,"The contract was awarded on 23/10/2018 to ST INTEGRATED ENGINEERING PTE. LTD. with a value of $1240776.96. In a call for competitive bids, Jurong Town Corporation (Government-Linked Organizations) released Tender No. JTC000ETT18300127 regarding One (1) Year Term Contract for Building Maintenance and Servicing Works at Various JTC Estates (Incl Vacant Land) & Complexes. The current status of the tender is: Awarded to Suppliers."
PAS000ETT16000196,PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR PROVISION OF HOLIDAY TOURS TO ALL PEOPLES ASSOCIATION ENTITIES INCLUDING COMMUNITY CENTRES/CLUBS & OTHERS GRASSROOTS ORGANISATIONS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER YEAR,People's Association,10/1/2017,Awarded to Suppliers,CITYSTATE ARDENT TRAVEL PTE LTD,"137,512.4",$137512.4,Government-Linked Organizations,"With an aim to secure quality services, People's Association from Government-Linked Organizations published Tender No. PAS000ETT16000196 for PERIOD CONTRACT AND FRAMEWORK AGREEMENT FOR PROVISION OF HOLIDAY TOURS TO ALL PEOPLES ASSOCIATION ENTITIES INCLUDING COMMUNITY CENTRES/CLUBS & OTHERS GRASSROOTS ORGANISATIONS FOR ONE YEAR WITH AN OPTION TO EXTEND FOR ANOTHER YEAR. The current status of the tender is: Awarded to Suppliers. On 10/1/2017, CITYSTATE ARDENT TRAVEL PTE LTD secured the contract, which is valued at $137512.4."
JTC000ETT17000084,Proposed Design and Build of Ferry Terminals at Angsana and Seraya,Jurong Town Corporation,10/9/2018,Awarded to Suppliers,Marina Technology and Construction Pte Ltd,"5,731,556.0",$5731556,Government-Linked Organizations,"This tender holds the status: Awarded to Suppliers. On 10/9/2018, Marina Technology and Construction Pte Ltd secured the contract, which is valued at $5731556.0. Jurong Town Corporation, a prominent Government-Linked Organizations organization, has launched Tender No. JTC000ETT17000084 for Proposed Design and Build of Ferry Terminals at Angsana and Seraya."
NCS000ETT15000001,INVITATION TO TENDER FOR PERCEPTION STUDY OF PUBLIC TOWARDS PERSONS WITH DISABILITIES,National Council of Social Service,13/3/2015,Awarded to Suppliers,NEXUS LINK PTE. LTD.,"91,500.0",$91500,Government-Linked Organizations,"National Council of Social Service, a prominent Government-Linked Organizations organization, has launched Tender No. NCS000ETT15000001 for INVITATION TO TENDER FOR PERCEPTION STUDY OF PUBLIC TOWARDS PERSONS WITH DISABILITIES. The contract was awarded on 13/3/2015 to NEXUS LINK PTE. LTD. with a value of $91500.0. The current status of the tender is: Awarded to Suppliers."
STB000ETT17000023,REQUEST FOR PROPOSAL FOR THE DESIGN AND CONTENT FIT OUT OF F1 SINGAPORE SUITE 2017,Singapore Tourism Board,9/6/2017,Awarded to Suppliers,Pico Art International Pte Ltd,"323,650.0",$323650,Government-Linked Organizations,"The current status of the tender is: Awarded to Suppliers. In a call for competitive bids, Singapore Tourism Board (Government-Linked Organizations) released Tender No. STB000ETT17000023 regarding REQUEST FOR PROPOSAL FOR THE DESIGN AND CONTENT FIT OUT OF F1 SINGAPORE SUITE 2017. Following a thorough evaluation, the award was granted on 9/6/2017 to Pico Art International Pte Ltd for $323650.0."
PAS000ETT17000098,"Design, Production, Installation and Dismantling of Festivities and National Day Street Banners 2017 in the South East District April 2017-March 2018.",People's Association,25/5/2017,Awarded to Suppliers,Allmaster Enterprise,"74,250.0",$74250,Government-Linked Organizations,"The current status of the tender is: Awarded to Suppliers. People's Association (Government-Linked Organizations) has issued Tender No. PAS000ETT17000098 seeking submissions for Design, Production, Installation and Dismantling of Festivities and National Day Street Banners 2017 in the South East District April 2017-March 2018.. Allmaster Enterprise was chosen on 25/5/2017 to fulfill the tender with a total value of $74250.0."
ESG000ETT18400003,Appointment of Event Management Company for Africa Singapore Business Forum (ASBF) 2018,Enterprise Singapore,3/7/2018,Awarded to Suppliers,AMC ASIA (SG) PTE. LTD.,"277,611.8",$277611.76,Government-Linked Organizations,Enterprise Singapore (Government-Linked Organizations) has issued Tender No. ESG000ETT18400003 seeking submissions for Appointment of Event Management Company for Africa Singapore Business Forum (ASBF) 2018. This tender holds the status: Awarded to Suppliers. The contract was awarded on 3/7/2018 to AMC ASIA (SG) PTE. LTD. with a value of $277611.76.
PAS000ETT16000347,DESIGN AND PRODUCTION OF COSTUMES AND PROPS FOR ACTIVE AGEING AND FAMILY LIFE DIVISIONS CONTINGENT FOR CHINGAY 2017 TRAVELLING DANCE GROUP,People's Association,8/11/2016,Awarded to Suppliers,P'ART 1 DESIGN PTE LTD,"132,450.0",$132450,Government-Linked Organizations,The contract was awarded on 8/11/2016 to P'ART 1 DESIGN PTE LTD with a value of $132450.0. Status update: Awarded to Suppliers. People's Association (Government-Linked Organizations) has issued Tender No. PAS000ETT16000347 seeking submissions for DESIGN AND PRODUCTION OF COSTUMES AND PROPS FOR ACTIVE AGEING AND FAMILY LIFE DIVISIONS CONTINGENT FOR CHINGAY 2017 TRAVELLING DANCE GROUP.
PAS000ETT15000265,PROPOSED ADDITION & ALTERATION TO THE EXISTING 4-STOREY JALAN BESAR COMUUNITY CLUB WITH A NEW 4 STOREY EXTENISON ON LOT 1383X TS17 AT 69 JELLICOE ROAD SINGAPORE 208737,People's Association,11/4/2016,Awarded to Suppliers,SUNCITY CONTRACTS PTE LTD,"10,016,080.0",$10016080,Government-Linked Organizations,"People's Association, a prominent Government-Linked Organizations organization, has launched Tender No. PAS000ETT15000265 for PROPOSED ADDITION & ALTERATION TO THE EXISTING 4-STOREY JALAN BESAR COMUUNITY CLUB WITH A NEW 4 STOREY EXTENISON ON LOT 1383X TS17 AT 69 JELLICOE ROAD SINGAPORE 208737. The contract was awarded on 11/4/2016 to SUNCITY CONTRACTS PTE LTD with a value of $10016080.0. Status update: Awarded to Suppliers."
PAS000ETT16000276,"PROVISION OF BUILDING, MECHANICAL AND ELECTRICAL, SANITARY AND PLUMBING WORKS TO ULU PANDAN COMMUNITY BUILDING FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",People's Association,28/11/2016,Awarded to Suppliers,PROPELL INTEGRATED PTE LTD,"345,128.0",$345128,Government-Linked Organizations,"On 28/11/2016, PROPELL INTEGRATED PTE LTD secured the contract, which is valued at $345128.0. People's Association, a prominent Government-Linked Organizations organization, has launched Tender No. PAS000ETT16000276 for PROVISION OF BUILDING, MECHANICAL AND ELECTRICAL, SANITARY AND PLUMBING WORKS TO ULU PANDAN COMMUNITY BUILDING FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS. This tender holds the status: Awarded to Suppliers."
SDC000ETT15000080,APPOINTMENT OF A MULTI-DISCIPLINARY CONSULTANT TEAM TO CARRY OUT INFRASTRURAL WORKS AT SENTOSA COVE,Sentosa Development Corporation,4/8/2016,Awarded to No Suppliers,Unknown,0.0,$0,Government-Linked Organizations,"Sentosa Development Corporation (Government-Linked Organizations) has issued Tender No. SDC000ETT15000080 seeking submissions for APPOINTMENT OF A MULTI-DISCIPLINARY CONSULTANT TEAM TO CARRY OUT INFRASTRURAL WORKS AT SENTOSA COVE. As of 4/8/2016, the tender did not attract any qualifying bids, leaving it unawarded. Status update: Awarded to No Suppliers."
STB000ETT16000003,REQUEST FOR PROPOSAL IN EXPERIENCE CURATION FOR IN SINGAPORE INCENTIVES AND REWARDS EUROPE AND AMERICAS PROGRAMME,Singapore Tourism Board,16/3/2016,Awarded to Suppliers,A+B Edu Tours and Travel Pte. Ltd.,93.5,$93.46,Government-Linked Organizations,"Announcing Tender No. STB000ETT16000003, Singapore Tourism Board (Government-Linked Organizations) invites proposals for REQUEST FOR PROPOSAL IN EXPERIENCE CURATION FOR IN SINGAPORE INCENTIVES AND REWARDS EUROPE AND AMERICAS PROGRAMME. Following a thorough evaluation, the award was granted on 16/3/2016 to A+B Edu Tours and Travel Pte. Ltd. for $93.46. Status update: Awarded to Suppliers."
PAS000ETT20300092,DIGITAL MARKETING SERVICES FOR SOUTH WEST COMMUNITY DEVELOPMENT COUNCIL (CDC) SOCIAL MEDIA PLATFORMS FOR A PERIOD OF SEVENTEEN (17) MONTHS WITH AN OPTION TO EXTEND FOR ANOTHER TWELVE (12) MONTHS,People's Association,29/1/2021,Awarded to Suppliers,DIGITAL BLOWFISH PTE. LTD.,"165,500.0",$165500,Government-Linked Organizations,"Following a thorough evaluation, the award was granted on 29/1/2021 to DIGITAL BLOWFISH PTE. LTD. for $165500.0. Status update: Awarded to Suppliers. People's Association, a prominent Government-Linked Organizations organization, has launched Tender No. PAS000ETT20300092 for DIGITAL MARKETING SERVICES FOR SOUTH WEST COMMUNITY DEVELOPMENT COUNCIL (CDC) SOCIAL MEDIA PLATFORMS FOR A PERIOD OF SEVENTEEN (17) MONTHS WITH AN OPTION TO EXTEND FOR ANOTHER TWELVE (12) MONTHS."
SPC000ETT18300004,PROVISION OF OUTSOURCING OF PAYROLL AND CLAIMS ADMINISTRATION SERVICES FOR A PERIOD OF TWO YEARS WITH AN OPTION TO EXTEND FOR ANOTHER ONE YEAR,Singapore Sports Council,14/5/2018,Awarded to Suppliers,ST ELECTRONICS (E-SERVICES) PTE. LTD.,"676,800.0",$676800,Government-Linked Organizations,"On 14/5/2018, ST ELECTRONICS (E-SERVICES) PTE. LTD. secured the contract, which is valued at $676800.0. With an aim to secure quality services, Singapore Sports Council from Government-Linked Organizations published Tender No. SPC000ETT18300004 for PROVISION OF OUTSOURCING OF PAYROLL AND CLAIMS ADMINISTRATION SERVICES FOR A PERIOD OF TWO YEARS WITH AN OPTION TO EXTEND FOR ANOTHER ONE YEAR. This tender holds the status: Awarded to Suppliers."
JTC000ETT16000013,1-Year Term Contract for the Maintenance and Servicing of Hoist Systems at Tuas,Jurong Town Corporation,30/3/2016,Awarded to Suppliers,MACO TECHNICAL PTE LTD,1.0,$1,Government-Linked Organizations,"MACO TECHNICAL PTE LTD was chosen on 30/3/2016 to fulfill the tender with a total value of $1.0. Jurong Town Corporation, a prominent Government-Linked Organizations organization, has launched Tender No. JTC000ETT16000013 for 1-Year Term Contract for the Maintenance and Servicing of Hoist Systems at Tuas. The current status of the tender is: Awarded to Suppliers."
JTC000ETT17000129,Proposed Addition and Alteration Works to Jurong Island Checkpoint (JIC) and Security Towers,Jurong Town Corporation,27/11/2017,Awarded to Suppliers,SUNCITY CONTRACTS PTE LTD,"6,200,000.0",$6200000,Government-Linked Organizations,"The contract was awarded on 27/11/2017 to SUNCITY CONTRACTS PTE LTD with a value of $6200000.0. Jurong Town Corporation, a prominent Government-Linked Organizations organization, has launched Tender No. JTC000ETT17000129 for Proposed Addition and Alteration Works to Jurong Island Checkpoint (JIC) and Security Towers. This tender holds the status: Awarded to Suppliers."
NAC000ETT16000018,Request for Proposal (RFP) To Appoint Creative Agency/Agencies for Selected National Arts Council Projects With Similar Needs,National Arts Council,24/8/2016,Awarded to Suppliers,PENCIL GROUP PTE. LTD.,"140,000.0",$140000,Government-Linked Organizations,The current status of the tender is: Awarded to Suppliers. National Arts Council (Government-Linked Organizations) has issued Tender No. NAC000ETT16000018 seeking submissions for Request for Proposal (RFP) To Appoint Creative Agency/Agencies for Selected National Arts Council Projects With Similar Needs. PENCIL GROUP PTE. LTD. was chosen on 24/8/2016 to fulfill the tender with a total value of $140000.0.
ESG000ETT19300022,"Addition, Alterations and Fitting Out Works at Bugis Junction Office Tower for Enterprise Singapore",Enterprise Singapore,23/10/2019,Awarded to Suppliers,SUNRAY WOODCRAFT CONSTRUCTION PTE LTD,"11,678,354.0",$11678354,Government-Linked Organizations,"With an aim to secure quality services, Enterprise Singapore from Government-Linked Organizations published Tender No. ESG000ETT19300022 for Addition, Alterations and Fitting Out Works at Bugis Junction Office Tower for Enterprise Singapore. Following a thorough evaluation, the award was granted on 23/10/2019 to SUNRAY WOODCRAFT CONSTRUCTION PTE LTD for $11678354.0. The current status of the tender is: Awarded to Suppliers."
SPC000ETT15000068,Purpose of Extending the Occupation and Use of the Games Headquarters (GHQ) Building at 230 Stadium Boulevard,Singapore Sports Council,11/7/2016,Awarded to No Suppliers,Unknown,0.0,$0,Government-Linked Organizations,"Status update: Awarded to No Suppliers. With an aim to secure quality services, Singapore Sports Council from Government-Linked Organizations published Tender No. SPC000ETT15000068 for Purpose of Extending the Occupation and Use of the Games Headquarters (GHQ) Building at 230 Stadium Boulevard. After a meticulous evaluation, no supplier was awarded as of 11/7/2016."
JTC000ETT18300189,"Proposed Multi-User (B2) Industrial Development on Plots 7,8,9 and 10 at Bulim Drive (Jurong West Planning area)",Jurong Town Corporation,30/5/2019,Awarded to Suppliers,RICH CONSTRUCTION COMPANY PTE. LTD.,"567,545,199.0",$567545199,Government-Linked Organizations,"In a call for competitive bids, Jurong Town Corporation (Government-Linked Organizations) released Tender No. JTC000ETT18300189 regarding Proposed Multi-User (B2) Industrial Development on Plots 7,8,9 and 10 at Bulim Drive (Jurong West Planning area). RICH CONSTRUCTION COMPANY PTE. LTD. was chosen on 30/5/2019 to fulfill the tender with a total value of $567545199.0. Status update: Awarded to Suppliers."
PAS000ETT16000119,INVITATION TO TENDER FOR TERM CONTRACT FOR PROVISION OF SECURITY SERVICES TO ULU PANDAN COMMUNITY BUILDING & SENJA CASHEW COMMUNITY CLUB FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWELVE (12) MONTHS,People's Association,15/7/2016,Awarded to Suppliers,GATES PCM INTEGRATED SERVICES PTE. LTD.,"183,600.0",$183600,Government-Linked Organizations,"With an aim to secure quality services, People's Association from Government-Linked Organizations published Tender No. PAS000ETT16000119 for INVITATION TO TENDER FOR TERM CONTRACT FOR PROVISION OF SECURITY SERVICES TO ULU PANDAN COMMUNITY BUILDING & SENJA CASHEW COMMUNITY CLUB FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWELVE (12) MONTHS. On 15/7/2016, GATES PCM INTEGRATED SERVICES PTE. LTD. secured the contract, which is valued at $183600.0. Status update: Awarded to Suppliers."
NCS000ETT15000032,INVITATION TO TENDER FOR THE PROVISION OF TRAINING COORDINATION SERVICES FOR SOCIAL SERVICE INSTITUTE,National Council of Social Service,17/2/2016,Awarded to No Suppliers,Unknown,0.0,$0,Government-Linked Organizations,"The current status of the tender is: Awarded to No Suppliers. National Council of Social Service, a prominent Government-Linked Organizations organization, has launched Tender No. NCS000ETT15000032 for INVITATION TO TENDER FOR THE PROVISION OF TRAINING COORDINATION SERVICES FOR SOCIAL SERVICE INSTITUTE. After a meticulous evaluation, no supplier was awarded as of 17/2/2016."
JTC000ETT17000168,Proposed Re-surfacing Works to Existing West Camp Road and Others Miscellaneous Rectification Works at Seletar Aerospace Park,Jurong Town Corporation,31/1/2018,Awarded to Suppliers,SAMCO CIVIL ENGINEERING PTE. LTD.,"449,228.0",$449228,Government-Linked Organizations,"Tender status is recorded as 'Awarded to Suppliers'. Following a thorough evaluation, the award was granted on 31/1/2018 to SAMCO CIVIL ENGINEERING PTE. LTD. for $449228.0. Jurong Town Corporation, a prominent Government-Linked Organizations organization, has launched Tender No. JTC000ETT17000168 for Proposed Re-surfacing Works to Existing West Camp Road and Others Miscellaneous Rectification Works at Seletar Aerospace Park."
WSG000ETT20300001,PROVISION OF SERVICES TO SUPPORT THE DELIVERY OF CAREERS CONNECT'S VIDEO CAREER COACHING (VCC) SERVICES,Workforce Singapore,20/4/2020,Awarded to Suppliers,SEEMECV PTE. LTD.,"88,200.0",$88200,Government-Linked Organizations,"In a call for competitive bids, Workforce Singapore (Government-Linked Organizations) released Tender No. WSG000ETT20300001 regarding PROVISION OF SERVICES TO SUPPORT THE DELIVERY OF CAREERS CONNECT'S VIDEO CAREER COACHING (VCC) SERVICES. On 20/4/2020, SEEMECV PTE. LTD. secured the contract, which is valued at $88200.0. Status update: Awarded to Suppliers."
PAS000ETT20300003,"Term Contract for the Provision of Maintenance of Mechanical & Electrical Systems at Community Clubs & Other People's Association's Properties in Central Singapore, South West & North East Districts for a period of three years with an option to extend for another three years.",People's Association,28/4/2020,Awarded to Suppliers,DIGO CORPORATION PTE. LTD.,"7,836,212.0",$7836212,Government-Linked Organizations,"Tender status is recorded as 'Awarded to Suppliers'. In a call for competitive bids, People's Association (Government-Linked Organizations) released Tender No. PAS000ETT20300003 regarding Term Contract for the Provision of Maintenance of Mechanical & Electrical Systems at Community Clubs & Other People's Association's Properties in Central Singapore, South West & North East Districts for a period of three years with an option to extend for another three years.. The contract was awarded on 28/4/2020 to DIGO CORPORATION PTE. LTD. with a value of $7836212.0."
STB000ETT16000100,"REQUEST FOR PROPOSAL FOR THE DEVELOPMENT OF CREATIVE CONCEPT AND PROGRAMMING, AND PROJECT MANAGEMENT FOR A SHOWCASE OF SINGAPORE'S CREATIVE TALENT IN SYDNEY, AUSTRALIA",Singapore Tourism Board,20/3/2017,Awarded to Suppliers,ZARCH COLLABORATIVES PTE. LTD.,"350,000.0",$350000,Government-Linked Organizations,"Tender status is recorded as 'Awarded to Suppliers'. Singapore Tourism Board, a prominent Government-Linked Organizations organization, has launched Tender No. STB000ETT16000100 for REQUEST FOR PROPOSAL FOR THE DEVELOPMENT OF CREATIVE CONCEPT AND PROGRAMMING, AND PROJECT MANAGEMENT FOR A SHOWCASE OF SINGAPORE'S CREATIVE TALENT IN SYDNEY, AUSTRALIA. Following a thorough evaluation, the award was granted on 20/3/2017 to ZARCH COLLABORATIVES PTE. LTD. for $350000.0."
JTC000ETT19300138,"JTC19T0089 - Nominated Sub-Contract for Emergency Voice Communication and Radio Communications Systems at Integrated Business Park Development on CC1, CC2 and CC3 at Punggol Digital District",Jurong Town Corporation,25/6/2020,Awarded to Suppliers,SECURITAS ELECTRONIC SECURITY SINGAPORE PTE. LTD.,"5,942,150.0",$5942150,Government-Linked Organizations,"On 25/6/2020, SECURITAS ELECTRONIC SECURITY SINGAPORE PTE. LTD. secured the contract, which is valued at $5942150.0. Status update: Awarded to Suppliers. Announcing Tender No. JTC000ETT19300138, Jurong Town Corporation (Government-Linked Organizations) invites proposals for JTC19T0089 - Nominated Sub-Contract for Emergency Voice Communication and Radio Communications Systems at Integrated Business Park Development on CC1, CC2 and CC3 at Punggol Digital District."
SDC000ETT15000017,SUPPLY AND DELIVERY OF FOUR (4) UNITS ELECTRIC TRAMS TO SENTOSA DEVELOPMENT CORPORATION,Sentosa Development Corporation,18/6/2015,Awarded to Suppliers,POWER FORCE TECHNOLOGIES PTE LTD,"204,000.0",$204000,Government-Linked Organizations,"Following a thorough evaluation, the award was granted on 18/6/2015 to POWER FORCE TECHNOLOGIES PTE LTD for $204000.0. This tender holds the status: Awarded to Suppliers. In a call for competitive bids, Sentosa Development Corporation (Government-Linked Organizations) released Tender No. SDC000ETT15000017 regarding SUPPLY AND DELIVERY OF FOUR (4) UNITS ELECTRIC TRAMS TO SENTOSA DEVELOPMENT CORPORATION."
STB000ETT15000027,Invitation to Tender for Visitor Experience Study,Singapore Tourism Board,24/8/2015,Awarded to Suppliers,TAYLOR NELSON SOFRES MALAYSIA SDN. BHD.,"998,800.0",$998800,Government-Linked Organizations,"Tender status is recorded as 'Awarded to Suppliers'. The contract was awarded on 24/8/2015 to TAYLOR NELSON SOFRES MALAYSIA SDN. BHD. with a value of $998800.0. Announcing Tender No. STB000ETT15000027, Singapore Tourism Board (Government-Linked Organizations) invites proposals for Invitation to Tender for Visitor Experience Study."
JTC000ETT19300013,PROPOSED ROAD WIDENING AND SEWER WORKS AT SENOKO DRIVE,Jurong Town Corporation,7/5/2019,Awarded to Suppliers,SING TEC DEVELOPMENT PTE. LTD.,"6,998,872.0",$6998872,Government-Linked Organizations,Jurong Town Corporation (Government-Linked Organizations) has issued Tender No. JTC000ETT19300013 seeking submissions for PROPOSED ROAD WIDENING AND SEWER WORKS AT SENOKO DRIVE. The contract was awarded on 7/5/2019 to SING TEC DEVELOPMENT PTE. LTD. with a value of $6998872.0. The current status of the tender is: Awarded to Suppliers.
JTC000ETT15000154,Appointment of an Integrated Communications Agency for JTC Corporation for a Period of Two Years,Jurong Town Corporation,29/2/2016,Awarded to Suppliers,MANDATE COMMUNICATIONS (S) PTE. LTD.,1.0,$1,Government-Linked Organizations,"In a call for competitive bids, Jurong Town Corporation (Government-Linked Organizations) released Tender No. JTC000ETT15000154 regarding Appointment of an Integrated Communications Agency for JTC Corporation for a Period of Two Years. Status update: Awarded to Suppliers. The contract was awarded on 29/2/2016 to MANDATE COMMUNICATIONS (S) PTE. LTD. with a value of $1.0."
JTC000ETT16000007,Provision of Services for JTC Public E-Learning,Jurong Town Corporation,11/4/2016,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,"74,800.0",$74800,Government-Linked Organizations,"The current status of the tender is: Awarded to Suppliers. The contract was awarded on 11/4/2016 to WIZLEARN TECHNOLOGIES PTE. LTD. with a value of $74800.0. Jurong Town Corporation, a prominent Government-Linked Organizations organization, has launched Tender No. JTC000ETT16000007 for Provision of Services for JTC Public E-Learning."
PAS000ETT15000349,"Proposed Upgrading Works to Residents' Committee (RC) Centres at Ayer Rajah Zone 1 RC, Bukit Batok Zone 3 RC, Jurong Central Zone E RC, Yuhua Zone 1 RC & Yuhua Zone 7 RC",People's Association,21/3/2016,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,"341,000.0",$341000,Government-Linked Organizations,"In a call for competitive bids, People's Association (Government-Linked Organizations) released Tender No. PAS000ETT15000349 regarding Proposed Upgrading Works to Residents' Committee (RC) Centres at Ayer Rajah Zone 1 RC, Bukit Batok Zone 3 RC, Jurong Central Zone E RC, Yuhua Zone 1 RC & Yuhua Zone 7 RC. ASA CONTRACTS PTE. LTD. was chosen on 21/3/2016 to fulfill the tender with a total value of $341000.0. Tender status is recorded as 'Awarded to Suppliers'."
SDC000ETT18300023,TERM CONTRACT FOR THE APPOINTMENT OF A PANEL OF SETS PRODUCTION SERVICE PROVIDERS FOR SENTOSA DEVELOPMENT CORPORATION FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,Sentosa Development Corporation,20/8/2018,Awarded by Items,Allmaster Enterprise,"237,600.0",$237600,Government-Linked Organizations,"Tender status is recorded as 'Awarded by Items'. Despite an extensive review, no supplier met the criteria by 20/8/2018. Sentosa Development Corporation, a prominent Government-Linked Organizations organization, has launched Tender No. SDC000ETT18300023 for TERM CONTRACT FOR THE APPOINTMENT OF A PANEL OF SETS PRODUCTION SERVICE PROVIDERS FOR SENTOSA DEVELOPMENT CORPORATION FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR."
